id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
556803,The Princess Switch,Romance,en,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",19.384,11/16/2018,7,1984
544431,The Clovehitch Killer,"Drama,Mystery,Crime",en,A picture-perfect family is torn apart after Tyler finds a cache of disturbing images in his father's possession. He begins to suspect that the man he trusts most in the world may be responsible for the murder of 13 women ten years prior.,25.149,11/16/2018,6.4,502
475132,A Private War,"War,Drama",en,"One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontlines of conflicts across the globe to give voice to the voiceless.",14.223,11/16/2018,6.8,409
525460,Welcome Home,"Thriller,Horror",en,A couple try to repair their damaged union in an Italian vacation paradise. Then they discover the owner's intentions.,24.329,11/16/2018,5.2,266
491472,At Eternity's Gate,Drama,en,"Famed but tormented artist Vincent van Gogh spends his final years in Arles, France, painting masterworks of the natural world that surrounds him.",11.559,11/15/2018,6.9,1215
338952,Fantastic Beasts: The Crimes of Grindelwald,"Fantasy,Adventure,Action",en,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",96.135,11/14/2018,6.9,9425
484747,Little Tickles,Drama,fr,"Odette is a 8-yr-old girl who loves to dance and draw. Once she has become an adult, Odette realizes she was abused, and immerses herself body and soul in her career as a dancer while trying to deal with her past.",8.065,11/14/2018,7.5,266
491418,Instant Family,Comedy,en,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",34.537,11/13/2018,7.6,2357
544510,"Cyrano, My Love","Comedy,History",fr,"Paris, France, December 1897. The young playwright Edmond Rostand feels like a failure. Inspiration has abandoned him. Married and father of two children, desperate and penniless, he persuades the great actor Constant Coquelin to perform the main role in his new play. But there is a problem: Coquelin wants to premiere it at Christmas and Edmond has not written a single word.",5.796,11/10/2018,7.6,409
537996,The Ballad of Buster Scruggs,"Western,Comedy,Drama",en,"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.",25.782,11/9/2018,7.1,3312
451925,Time Freak,"Science Fiction,Comedy,Romance",en,"Stillman, a heartbroken physics student, builds a time machine when his girlfriend breaks up with him. Going back in time, he attempts to save their relationship by fixing every mistake he made—while dragging his best friend along in the process.",14.942,11/9/2018,6.6,377
534939,Your Son,"Drama,Thriller",es,"Jaime, a doctor who lives in Seville, finds his life radicallychanged when his son is left fighting for his life after beingbeaten up during a robbery. The feelings of pain andhelplessness soon change to feelings of hate and anger,converting a good dad into a dehumanised man.",7.948,11/9/2018,5.7,225
360920,The Grinch,"Animation,Family,Comedy,Fantasy",en,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,73.856,11/8/2018,6.8,3012
401200,Kursk,"Drama,History,Thriller,Action",en,"Barents Sea, August 12th, 2000. During a Russian naval exercise, and after suffering a serious accident, the K-141 Kursk submarine sinks with 118 crew members on board. While the few sailors who are still alive barely manage to survive, their families push for accurate information and a British officer struggles to obtain from the Russian government a permit to attempt a rescue before it is late. But general incompetence are against all their efforts.",13.728,11/7/2018,6.7,457
467482,A Man in a Hurry,"Comedy,Drama",fr,"The story revolves around Alain, a busy businessman who is always in a rush. In his life, there is no room for spare time or family. But one day, he suffers a stroke, which makes him lose his grasp of language and use one word in place of another.",5.591,11/7/2018,6.6,269
401469,Widows,"Crime,Thriller",en,"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist.",18.421,11/6/2018,6.5,1947
476764,The Front Runner,"Drama,History",en,"Gary Hart, former Senator of Colorado, becomes the front-runner for the Democratic presidential nomination in 1987. Hart's intelligence, charisma and idealism makes him popular with young voters, leaving him with a seemingly clear path to the White House. All that comes crashing down when allegations of an extramarital affair surface in the media, forcing the candidate to address a scandal that threatens to derail his campaign and personal life.",9.503,11/6/2018,5.9,290
536115,Godzilla: The Planet Eater,"Animation,Science Fiction,Action,Adventure,Fantasy",ja,"With no means for defeating Godzilla Earth, mankind watches as King Ghidorah, clad in a golden light, descends on the planet. The heavens and earth shake once again as the war moves to a higher dimension.",29.619,11/3/2018,6.5,224
555850,The Holiday Calendar,"Romance,Comedy,Family",en,A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future -- and pointing her toward love.,8.887,11/2/2018,6.7,934
438799,Overlord,"Horror,War,Science Fiction",en,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",30.619,11/1/2018,6.7,2357
550385,Christmas with a View,"Romance,Family,TV Movie",en,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",9.326,11/1/2018,5.8,265
457943,Slaughterhouse Rulez,"Action,Comedy,Fantasy,Horror",en,An illustrious British boarding school becomes a bloody battleground when a mysterious sinkhole appears at a nearby fracking site unleashing unspeakable horror.,10.276,10/31/2018,5.6,337
514619,Nobody's Fool,"Comedy,Romance",en,"A woman, who gets released from prison and reunites with her sister, discovers she is in an online relationship with a man who may be ""catfishing"" her.",9.495,10/31/2018,6.2,253
520331,Let Me Introduce You To Sofia,Comedy,it,"Gabriele is a divorced dad who owns a music store and is completely focused on taking care of his 10-year-old daughter Soﬁa who spends time with both parents. One day he bumps into his old friend Mara who - for the ﬁrst time since his separation - reignites his desire to be in a relationship. There is only one problem, Mara hates children!",5.517,10/31/2018,6.1,229
426543,The Nutcracker and the Four Realms,"Fantasy,Adventure,Family",en,"When Clara’s mother leaves her a mysterious gift, she embarks on a journey to four secret realms—where she discovers her greatest strength could change the world.",28.681,10/26/2018,6.1,1862
528949,The Photographer of Mauthausen,"Drama,History,Thriller",es,"Spanish photographer Francesc Boix, imprisoned in the Mauthausen-Gusen concentration camp, works in the SS Photographic Service. Between 1943 and 1945, he hides, with the help of other prisoners, thousands of negatives, with the purpose of showing the freed world the atrocities committed by the Nazis, exhaustively documented. He will be a key witness during the Nuremberg Trials.",10.956,10/26/2018,7,589
446807,The Girl in the Spider's Web,"Action,Crime,Thriller,Drama",en,"In Stockholm, Sweden, hacker Lisbeth Salander is hired by Frans Balder, a computer engineer, to retrieve a program that he believes it is too dangerous to exist.",25.292,10/25/2018,6.1,1107
300681,Replicas,"Science Fiction,Thriller,Drama",en,A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,20.55,10/25/2018,6.1,1099
431185,He's Out There,"Horror,Thriller",en,"On vacation at a remote lake house, a mother and her two young daughters must fight for survival after falling into a terrifying and bizarre nightmare conceived by a psychopath.",6.285,10/25/2018,5.8,235
424694,Bohemian Rhapsody,"Music,Drama,History",en,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",79.323,10/24/2018,8,14853
484482,Sink or Swim,"Drama,Comedy",fr,"40-year-old Bertrand has been suffering from depression for the last two years and is barely able to keep his head above water. Despite the medication he gulps down all day, every day, and his wife's encouragement, he is unable to find any meaning in his life. Curiously, he will end up finding this sense of purpose at the swimming pool, by joining an all-male synchronised swimming team.",8.553,10/24/2018,6.9,1289
522417,The Scorpion King: Book of Souls,"Action,Adventure,Fantasy",en,"The Scorpion King teams up with a female warrior named Tala, who is the sister of The Nubian King. Together they search for a legendary relic known as The Book of Souls, which will allow them to put an end to an evil warlord.",26.901,10/23/2018,5.9,208
470044,The Hate U Give,"Crime,Drama",en,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",21.983,10/19/2018,8.2,1794
399402,Hunter Killer,"Action,Thriller",en,"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",35.717,10/19/2018,6.8,1744
437586,mid90s,"Drama,Comedy",en,"Stevie is a sweet 13-year-old about to explode. His mom is loving and attentive, but a little too forthcoming about her romantic life. His big brother is a taciturn and violent bully. So Stevie searches his working-class Los Angeles suburb for somewhere to belong. He finds it at the Motor Avenue skate shop.",17.179,10/19/2018,7.5,1197
401847,Can You Ever Forgive Me?,"Drama,Crime,Comedy",en,"When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception.",10.175,10/19/2018,6.8,1065
424139,Halloween,"Horror,Thriller",en,"Jamie Lee Curtis returns to her iconic role as Laurie Strode, who comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",77.085,10/18/2018,6.5,3895
487476,Nothing to Hide,"Drama,Comedy",fr,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones -- with disastrous results.",11.398,10/17/2018,6.6,1168
495673,Belleville Cop,"Comedy,Crime",fr,"When a childhood friend from Miami gets killed after he comes to warn of encroaching drug gangs, Baaba moves to Miami and teams up with a local officer to bring down the criminals.",7.32,10/17/2018,5,296
412546,Antrum,Horror,en,"Rumored to have been lost, Antrum appears as a cursed film from the 1970s. Viewers are warned to proceed with caution. It’s said to be a story about a young boy and girl who enter the forest in an attempt to save the soul of their recently deceased pet. They journey to “The Antrum,” the very spot the devil landed after being cast out of heaven. There, the children begin to dig a hole to hell.",16.085,10/14/2018,5.9,236
451915,Beautiful Boy,Drama,en,"After he and his first wife separate, journalist David Sheff struggles to help their teenage son, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine.",20.733,10/12/2018,7.6,1917
526051,Look Away,"Horror,Thriller,Fantasy",en,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,23.17,10/12/2018,6.5,664
361292,Suspiria,"Horror,Thriller",en,"Young American dancer Susie Bannion arrives in 1970s Berlin to audition for the world-renowned Helena Markos Dance Company. When she vaults to the role of lead dancer, the woman she replaces breaks down and accuses the company's female directors of witchcraft. Meanwhile, an inquisitive psychotherapist and a member of the troupe uncover dark and sinister secrets as they probe the depths of the studio's hidden underground chambers.",21.062,10/11/2018,6.9,2027
442062,Goosebumps 2: Haunted Halloween,"Adventure,Comedy,Fantasy,Family,Horror",en,"Two boys face an onslaught from witches, monsters, ghouls and a talking dummy after they discover a mysterious book by author R. L. Stine.",56.575,10/11/2018,6.1,1214
369972,First Man,"History,Drama",en,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",29.697,10/10/2018,7,4515
283601,Galveston,Thriller,en,"After a violent encounter, Roy finds Rocky and sees something in her eyes that prompts a fateful decision. He takes her with him as he flees to Galveston, an action as ill-advised as it is inescapable.",11.942,10/10/2018,6.1,412
519106,The Trouble with You,"Comedy,Drama,Romance,Crime",fr,"Detective Yvonne is the widow of police chief Santi, a local hero in a town on the French Riviera. When she learns he was in fact a crooked cop, she tries to right his wrongs. Crossing paths with Antoine, a victim of Santi, sets off a series of wild events.",7.18,10/6/2018,6.1,384
449992,The Night Comes for Us,"Action,Thriller,Crime",id,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",17.08,10/5/2018,6.8,522
534780,Andhadhun,"Crime,Thriller,Comedy",hi,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,9.813,10/5/2018,7.7,345
458342,Private Life,"Drama,Comedy",en,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",8.82,10/5/2018,7,284
446021,Bad Times at the El Royale,"Thriller,Drama,Mystery,Crime",en,"Lake Tahoe, 1969. Seven strangers, each one with a secret to bury, meet at El Royale, a decadent motel with a dark past. In the course of a fateful night, everyone will have one last shot at redemption.",18.266,10/4/2018,6.8,2957
398173,The House That Jack Built,"Drama,Horror,Crime,Thriller",en,"Failed architect, engineer and vicious murderer Jack narrates the details of some of his most elaborately orchestrated crimes, each of them a towering piece of art that defines his life's work as a serial killer for twelve years.",17.764,10/4/2018,7.2,2125
474354,22-Jul,"History,Drama,Thriller,Crime",en,"In Norway on 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utöya Island outside of Oslo. This three-part story will focus on the survivors of the attacks, the political leadership of Norway, and the lawyers involved.",26.329,10/4/2018,7.2,980
552095,PAW Patrol: Mighty Pups,"Adventure,Animation,Family,Action",en,"When their latest scheme goes awry, Mayor Humdinger and his nephew Harold accidentally divert a meteor towards Adventure Bay. The meteor's golden energy grants the PAW Patrol superpowers. The heroic Mighty Pups are on a roll to super-save the day.",47.494,10/4/2018,7.5,514
539517,Constantine: City of Demons - The Movie,"Fantasy,Animation,Horror,Action",en,"A decade after a tragic mistake, family man Chas and occult detective John Constantine set out to cure Chas’s daughter Trish from a mysterious supernatural coma. With the help of the mysterious Nightmare Nurse, the influential Queen of Angels, and brutal Aztec God Mictlantecuhtli, the pair just might have a chance at outsmarting the demon Beroul to save Trish’s soul. In a world of shadows and dark magic, not everything is what it seems, and there’s always a price to pay. The path to redemption is never easy, and if Constantine is to succeed, he must navigate through the dark urban underbelly of Los Angeles, outwit the most cunning spawns of hell, and come face to face with arch-nemesis Nergal – all while battling his own inner demons!",32.083,10/4/2018,7.8,446
479226,The Purity of Vengeance,"Crime,Thriller,Mystery,Drama",da,"Copenhagen, Denmark, 2018. A frightening discovery is made in an old apartment. The subsequent investigation of Department Q members leads them to an infamous institution for girls that was suddenly closed in the early sixties.",9.301,10/4/2018,7.2,370
332562,A Star Is Born,"Drama,Romance,Music",en,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",33.837,10/3/2018,7.5,10349
423612,Never Look Away,"Drama,Thriller,Romance",de,"The story of Kurt, a young art student who falls in love with fellow student, Ellie. Ellie’s father, Professor Seeband, a famous doctor, is dismayed at his daughter’s choice of boyfriend, and vows to destroy the relationship. What neither of them knows is that their lives are already connected through a terrible crime Seeband committed decades ago.",8.727,10/3/2018,7.8,518
459616,The Brand New Adventures of Aladin,Comedy,fr,"After freeing Baghdad from its terrible ruler, Aladin delays his marriage to the princess until a new dictator arrives to take over the city.",10.885,10/3/2018,4.9,319
506072,Prospect,Science Fiction,en,"A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive.",11.434,10/2/2018,6.1,588
401478,Death Race: Beyond Anarchy,"Action,Thriller,Science Fiction",en,Black Ops specialist Connor Gibson infiltrates a maximum security prison to take down legendary driver Frankenstein in a violent and brutal car race.,30.915,10/2/2018,6.4,241
521935,Cam,"Mystery,Thriller,Horror",en,A young camgirl discovers that she’s inexplicably been replaced on her site with an exact replica of herself.,14.063,10/1/2018,5.8,1252
550776,Believe Me: The Abduction of Lisa McVey,"Drama,TV Movie",en,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",38.786,9/30/2018,8.1,416
463319,Shadow,"Action,Drama",zh,"In a kingdom ruled by a young and unpredictable king, the military commander has a secret weapon: a shadow, a look-alike who can fool both his enemies and the King himself. Now he must use this weapon in an intricate plan that will lead his people to victory in a war that the King does not want.",9.757,9/30/2018,6.8,258
335983,Venom,"Science Fiction,Action",en,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",128.874,9/28/2018,6.8,13514
513574,Battle,"Drama,Romance,Music",no,"Amalie is the girl who has everything, good looks, money, a boyfriend and a big talent of dancing. One day, her world falls apart and she moves from everything she knows. Then enter Mikael. He is dancing in the streets and Amalie joins him in dancing on the streets, dancing Battles.",7.072,9/28/2018,6.4,608
517331,The Realm,"Thriller,Mystery,Drama",es,"Manuel, a Spanish politician whose high-class lifestyle is based on nefarious and illegal business threatens to break his entire party after a newspaper exposes him to the public eye. Rather than admit to any wrongdoing, he decides to sell out his whole party in an effort to avoid jail time. It's a decision that will put many lives at risk.",7.771,9/28/2018,7.1,333
454293,Night School,Comedy,en,"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright.",20.375,9/27/2018,6.2,1437
429203,The Old Man & the Gun,"Comedy,Crime,Drama",en,"The true story of Forrest Tucker, from his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public. Wrapped up in the pursuit are a detective, who becomes captivated with Forrest’s commitment to his craft, and a woman, who loves him in spite of his chosen profession.",9.054,9/27/2018,6.4,1180
429476,Hell Fest,Horror,en,"On Halloween night at a horror theme park, a costumed killer begins slaying innocent patrons who believe that it's all part of the festivities.",11.303,9/27/2018,5.6,667
517839,Border,"Fantasy,Drama,Crime",sv,"When a border guard with a sixth sense for identifying smugglers encounters the first person she cannot prove is guilty, she is forced to confront terrifying revelations about herself and humankind.",15.536,9/27/2018,6.7,636
448095,I Still See You,"Thriller,Fantasy",en,"A spellbinding and romantic supernatural thriller. Ten years after an apocalyptic event left the world haunted by ghosts, Roni receives a threatening message from beyond the grave. Joining forces with a mysterious classmate, Kirk, Roni descends into a shadow world that blurs the bounds of the living and the dead-and begins a desperate race against time to stop a cunning killer.",14.041,9/27/2018,6.7,513
483983,Balloon,"Drama,History,Thriller",de,"Two families attempt a daredevil plan to escape the GDR with a homemade hot air balloon, but it crashes just before the border. The Stasi finds traces of this attempt to escape and immediately starts investigations, while the two families are forced to build a new escape balloon. With each passing day the Stasi is closer on their heels – a nerve-wracking race against time begins.",13.142,9/27/2018,7.5,335
376865,High Life,"Science Fiction,Drama,Mystery",en,A father and his daughter struggle to survive in deep space where they live in isolation.,12.224,9/26/2018,5.8,863
472451,Boy Erased,Drama,en,"Jared, the son of a Baptist pastor in a small American town, is outed to his parents at age 19. Jared is faced with an ultimatum: attend a gay conversion therapy program – or be permanently exiled and shunned by his family, friends, and faith.",10.875,9/24/2018,7.1,1191
417812,Wildlife,Drama,en,"14-year-old Joe is the only child of Jeanette and Jerry — a housewife and a golf pro — in a small town in 1960s Montana. Nearby, an uncontrolled forest fire rages close to the Canadian border, and when Jerry loses his job (and his sense of purpose) he decides to join the cause of fighting the fire, leaving his wife and son to fend for themselves.",9.185,9/23/2018,6.6,566
400090,The Nightingale,"Drama,Thriller",en,"In 1825, Clare, a 21-year-old Irish convict, chases a British soldier through the rugged Tasmanian wilderness, bent on revenge for a terrible act of violence he committed against her family. She enlists the services of an Aboriginal tracker who is also marked by trauma from his own violence-filled past.",26.228,9/23/2018,7.2,405
489927,The Kindergarten Teacher,Drama,en,"Lisa Spinelli is a Staten Island teacher who is unusually devoted to her students. When she discovers one of her five-year-olds is a prodigy, she becomes fascinated with the boy, ultimately risking her family and freedom to nurture his talent.",13.746,9/23/2018,6.6,274
395841,Hold the Dark,"Thriller,Mystery,Crime",en,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",16.591,9/22/2018,5.3,777
424121,Apostle,"Horror,Mystery,Thriller,Drama",en,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.",14.734,9/21/2018,6.1,1159
519035,Nappily Ever After,"Comedy,Romance",en,"After an accident at the hair salon, Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.",7.621,9/21/2018,7.2,759
454652,Colette,"Drama,History",en,"After marrying a successful Parisian writer known commonly as Willy, Sidonie-Gabrielle Colette is transplanted from her childhood home in rural France to the intellectual and artistic splendor of Paris. Soon after, Willy convinces Colette to ghostwrite for him. She pens a semi-autobiographical novel about a witty and brazen country girl named Claudine, sparking a bestseller and a cultural sensation. After its success, Colette and Willy become the talk of Paris and their adventures inspire additional Claudine novels.",16.649,9/21/2018,7,759
446101,Assassination Nation,"Thriller,Horror,Comedy",en,"High school senior Lily and her friends, Bex, Em and Sarah live in a haze of texts, posts, selfies and chats just like the rest of the world. So, when an anonymous hacker starts posting details from the private lives of everyone in their small town, the result is absolute madness leaving Lily and her friends questioning whether they'll live through the night.",15.951,9/21/2018,6.3,680
446696,Life Itself,"Drama,Romance",en,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",11.784,9/21/2018,7.2,408
441393,Ash Is Purest White,"Crime,Romance,Drama",zh,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him.",7.586,9/21/2018,6.8,220
517814,Capernaum,Drama,ar,"Zain, a 12-year-old boy scrambling to survive on the streets of Beirut, sues his parents for having brought him into such an unjust world, where being a refugee with no documents means that your rights can easily be denied.",15.818,9/20/2018,8.2,1302
446894,Smallfoot,"Family,Animation,Adventure,Fantasy",en,A bright young yeti finds something he thought didn't exist—a human. News of this “smallfoot” throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village.,27.677,9/20/2018,6.8,1281
529962,The Perfection,"Horror,Thriller,Drama",en,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",12.504,9/20/2018,6.5,1089
426249,Lords of Chaos,"Drama,Music,Horror,Thriller",en,A teenager's quest to launch Norwegian Black Metal in Oslo in the 1990s results in a very violent outcome.,13.142,9/20/2018,6.7,309
514575,A Twelve-Year Night,"Drama,Crime,History",es,"Uruguay, 1973. Having been crushed by the military dictatorship, surviving members of the Tupamaro guerillas are imprisoned and tortured. They must find a way to endure the coming 12 years.",9.287,9/20/2018,7.4,239
507076,Climax,"Drama,Horror,Music",fr,Young dancers gather in a remote and empty school building to rehearse on a cold and wintry night. The all-night celebration soon turns into a hallucinatory nightmare when they learn that their sangria is laced with LSD.,21.007,9/19/2018,7.1,1620
440161,The Sisters Brothers,"Western,Drama,Adventure",en,"Oregon, 1851. Hermann Kermit Warm, a chemist and aspiring gold prospector, keeps a profitable secret that the Commodore wants to know, so he sends the Sisters brothers, two notorious assassins, to capture him on his way to California.",13.776,9/19/2018,6.8,1609
515916,Girl,Drama,nl,A promising teenage dancer enrolls at a prestigious ballet school while grappling with her gender dysphoria.,14.475,9/18/2018,7.2,593
463821,The House with a Clock in Its Walls,"Fantasy,Family,Comedy",en,"When ten-year-old Lewis is suddenly orphaned, he is sent to live with his Uncle Jonathan in a creaky (and creepy) old mansion with a mysterious ticking noise that emanates from the walls. Upon discovering that his uncle is a warlock, Lewis begins learning magic, but when he rebelliously resurrects an evil warlock he must find the secret of the house and save the world from destruction.",22.876,9/15/2018,6.2,1836
490448,Our Happy Holiday,Comedy,fr,"Marion and Ben, thirty years old, meet on Tinder. That's about all they have in common; but the opposites attract each other, and they decide in the early morning of their meeting to go on vacation together despite the advice of their entourage. They will finally leave - to Bulgaria, halfway to their dream destinations: Beirut for Marion, Biarritz for Ben. Without a precise plan and, as they will soon discover, with very different conceptions of what a dream holiday should be.",6.699,9/15/2018,5.8,230
438808,White Boy Rick,"Crime,Drama",en,"The story of a teenager, Richard Wershe Jr., who became an undercover informant for the police during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",11.853,9/14/2018,6.3,852
426618,Where Hands Touch,"War,Drama,Romance",en,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.",10.836,9/14/2018,8,452
295011,Patient Zero,"Horror,Thriller,Action,Drama",en,"After an unprecedented global pandemic has turned the majority of humankind into violent infected beings, Morgan, a man gifted with the ability to speak the infected's new language, leads the last survivors on a hunt for patient zero and a cure.",12.925,9/14/2018,5.3,292
451877,I Think We're Alone Now,"Science Fiction,Drama,Mystery",en,"After the human race has been wiped out, Del lives in an empty town, content in his solitude and the utopia he has methodically created for himself, until he meets young Grace, who wants to stay with him.",7.729,9/14/2018,5.8,285
460885,Mandy,"Horror,Action,Thriller,Fantasy",en,"The Shadow Mountains, 1983. Red and Mandy lead a loving and peaceful existence; but when their pine-scented haven is savagely destroyed, Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with fire.",16.292,9/13/2018,6.2,1493
539649,The Lie,"Drama,Horror,Mystery,Thriller",en,"A father and daughter are on their way to dance camp when they spot the girl's best friend on the side of the road. When they stop to offer the friend a ride, their good intentions soon result in terrible consequences.",11.502,9/13/2018,6.4,532
494974,Red Joan,"Thriller,History",en,"London, England, May 2000. The peaceful life of elderly Joan Stanley is suddenly disrupted when she is arrested by the British Intelligence Service and accused of providing information to communist Russia during the forties.",13.47,9/13/2018,6.7,292
537847,La profezia dell'armadillo,"Comedy,Drama",it,A 27-year-old guy from a peripheral Roman suburb leads a normal but repetitive life: his conscience manifests in the form of an armadillo with whom he has conversations bordering on paradoxical during which he updates him on what's happening in the world. From the best-selling graphic novel by Zerocalcare.,6.347,9/13/2018,6.2,227
541660,Loro,Drama,it,"Internationally released Director's Cut of ""Loro 1"" and ""Loro 2"", which were released separately as two movies in Italy. The film talks about the group of businessmen and politicians – the Loro (Them) from the title – who live and act near to media tycoon and politician Silvio Berlusconi in the years between 2006 and 2009.",7.523,9/13/2018,6.7,226
538362,On My Skin,Drama,it,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",9.884,9/12/2018,8.1,1735
463858,The Freshmen,"Comedy,Drama",fr,"Antoine is about to start his first year of medical school… for the third time. Benjamin, just out of high school, will make his first try. He soon realizes it's not exactly a walk in the park. In a fiercely competitive environment, with nights dedicated to hard studying rather than hard partying, the two freshmen will have to adapt and find a middle ground between despair for the present and hope for the future.",17.454,9/12/2018,6.7,613
502422,Thunder Road,"Comedy,Drama",en,A police officer faces a personal meltdown following a divorce and the death of his mother.,5.477,9/12/2018,6.9,304
468219,Dead in a Week (Or Your Money Back),"Comedy,Action,Drama",en,"William has failed to kill himself so many times that he outsources his suicide to aging assassin Leslie. But with the contract signed and death assured within a week (or his money back), William suddenly discovers reasons to live... However Leslie is under pressure from his boss to make sure the contract is completed.",8.27,9/12/2018,6.3,272
515911,Lady J,"Drama,Romance",fr,"When a romance between a widow and a notorious libertine takes an unexpected turn, Mademoiselle de Joncquières becomes instrumental to one lover’s plans for revenge.",6.127,9/12/2018,6.3,229
